psraid,sample,lang,fips,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,smart1,pial2,pial3a,pial3b,pial3c,pial4a,pial4b,pial4c,pial4d,pial5,pial6m1,pial6m2,pial6m3,pial6m4,SmartPhone,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,weight,standwt
100745,1,1,6059,6,4,S,1,1,1,2,1,15,1,2,1, ,1,5,5,1,5, , , ,1,1, , ,3,1,1,2,50,3,2,1,7,4,1,1, , ,7.53571428571429,2.15992632079869
100746,1,1,53033,53,4,U,2,1,2,2, ,8,1,2,2, , , , ,2, , , , ,3,2,2, ,1,1,2,2,63,6,2,1,6,3,1,3,2, ,2.39285714285714,.685853381485839
100751,1,1,6043,6,4,R,2,1,2,2, ,12,1,1,2, , , , ,1,1, , , ,3,2,2, ,3,3,2,1,64,8,2,1,3,1,1,3,2, ,5.10714285714286,1.46383632167873
100769,1,1,32007,32,4,R,1,1,1,1,1,12,1,2,1,2,2,5,5,2, , , , ,1,1, , ,4,1,9,1,42,3,2,1,99,9,1,1, , ,4.89285714285714,1.40241661587403
100770,1,1,6043,6,4,R,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,3,2,1,83,3,2,1,3,1,1,2, , ,1.28571428571429,.368518234828212
100779,1,1,46137,46,2,R,1,1,1,1,2,10,1,2,2, , , , ,1,1, , , ,2,1, , ,2,1,1,2,44,8,2,1,7,4,1,1, , ,2.46428571428571,.706326616754073
100780,1,1,46019,46,2,R,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,1,2,2,56,2,2,1,99,9,3,3,2, ,1.75,.501594264071733
100782,1,1,18163,18,2,U,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,2,2,1,58,3,2,1,6,3,1,2, , ,1.64285714285714,.470884411169382
100783,1,2,6073,6,4,S,2,1,2,1, ,10,2,2,2, , , , ,2, , , , ,3,2,2, ,2,1,1,1,44,2,1,6,4,2,3,4,9,HISPANIC,7.96428571428571,2.28276573240809
100786,1,1,4013,4,4,U,9,9,2,2, ,99, , , , , , , , , , , , ,3,9,1, ,2,3,2,2,99,4,9,1,99,9,1,1, , ,1.92857142857143,.552777352242318
100791,1,1,40137,40,3,R,1,2,2,2,2,12,1,1,1, , , ,5,2, , , , ,2,1, , ,1,3,2,2,74,5,2,1,6,3,1,4,1, ,1,.286625293755276
100798,1,1,39133,39,2,S,1,1,2,2,1,0, , , , , , , , , , , , ,1,1, , ,3,1,1,2,47,6,2,1,99,9,1,4,9, ,3.28571428571429,.941768822338765
100804,1,1,39005,39,2,R,2,2,2,2, ,2,1,2,2, , , , ,1,1, , , ,3,2,2, ,2,3,2,2,68,3,2,1,1,1,1,1, , ,7.14285714285714,2.0473235268234
100808,1,1,42033,42,1,R,1,1,1,2,8,11,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,1,1,30,4,2,1,7,4,1,3,1, ,6.07142857142857,1.74022499779989
100810,1,1,37147,37,3,U,1,1,1,1,1,8,1,1,2, , , , ,1,1, , , ,1,1, , ,3,1,2,1,60,7,2,1,8,4,1,3,9, ,2.10714285714286,.603960440412903
100817,1,1,36085,36,1,U,1,1,1,1,8,1,1,2,1,5,2,2,5,2, , , , ,2,1, , ,2,1,1,1,65,4,2,2,4,2,1,2, , ,3.39285714285714,.972478675241115
100823,1,1,39025,39,2,S,1,1,1,2,1,30,1,2,1, ,3,5,5,1,1, , , ,1,1, , ,2,1,1,2,47,8,2,1,99,4,1,3,9, ,2.60714285714286,.747273087290541
100824,1,1,36067,36,1,S,1,1,1,2,2,20,1,2,2, , , , ,2, , , , ,2,1, , ,3,1,1,1,52,3,2,1,7,4,1,1, , ,4.92857142857143,1.41265323350815
100828,1,1,39037,39,2,R,1,1,1,2,2,63,1,2,2, , , , ,2, , , , ,2,1, , ,2,1,2,2,58,5,2,1,7,4,1,2, , ,1.71428571428571,.491357646437616
100829,1,1,25023,25,1,S,1,2,2,2,2,2,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,1,47,4,2,1,2,1,1,2, , ,3.32142857142857,.952005439972882
100830,1,1,13121,13,3,U,1,1,2,2,2,4,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,1,51,3,2,2,6,3,1,2, , ,3.57142857142857,1.0236617634117
100831,1,1,42077,42,1,S,1,1,2,2,2,12,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,49,3,2,1,99,9,1,2, , ,5.57142857142857,1.59691235092225
100833,1,1,45001,45,3,R,1,1,1,1,1,10,2,1,2, , , , ,2, , , , ,1,1, , ,2,3,2,2,66,3,2,1,6,3,2,3,2, ,2.32142857142857,.665380146217606
100834,1,1,18179,18,2,S,1,1,2,1,2,5,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,56,5,2,1,7,4,1,1, , ,1.71428571428571,.491357646437616
100836,1,1,42077,42,1,S,1,1,2,2,2,25,1,2,2, , , , ,1,1, , , ,2,1, , ,2,1,1,2,53,5,2,1,99,9,1,3,9, ,4.32142857142857,1.23863073372816
100837,1,1,36083,36,1,S,1,1,2,2,2,36,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,73,6,2,1,2,1,1,1, , ,1,.286625293755276
100838,1,1,21019,21,3,S,1,1,1,2,1,12,1,2,1, ,1,4,5,1,1, , , ,1,1, , ,2,3,2,2,64,5,2,1,99,9,1,3,1, ,2.57142857142857,.737036469656425
100842,1,1,12019,12,3,S,1,1,1,1,1,10,1,1,1,5,2,5,5,1,1, , , ,1,1, , ,2,1,2,1,51,6,2,1,9,4,1,1, , ,2.96428571428571,.849639263631712
100845,1,1,9011,9,1,S,1,1,1,2,2,5,1,2,1, ,2,5,5,1,3, , , ,2,1, , ,2,1,1,1,36,4,2,1,5,2,1,3,9, ,7.32142857142857,2.09850661499399
100848,1,1,34007,34,1,S,2,1,2,2, ,6,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,2,78,3,2,1,3,1,9,3,9, ,5.10714285714286,1.46383632167873
100849,1,1,44007,44,1,S,1,1,1,1,1,3,1,2,1,5,1,5,5,1,5, , , ,1,1, , ,4,1,2,2,55,6,2,1,8,4,1,3,1, ,2.42857142857143,.696089999119956
100852,1,1,18005,18,2,U,1,1,1,1,2,25,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,1,2,44,4,2,1,6,3,1,1, , ,4.32142857142857,1.23863073372816
100860,1,1,51033,51,3,S,1,1,1,1,1,20,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,1,1,38,6,2,1,8,4,1,1, , ,3.07142857142857,.880349116534063
100871,1,1,12031,12,3,U,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,2,78,2,2,1,1,1,3,3,1, ,4.07142857142857,1.16697441028934
100873,1,1,34023,34,1,S,1,1,1,1,2,10,1,2,8, , , , ,1,4, , , ,2,1, , ,2,3,2,2,64,6,2,1,7,4,1,2, , ,2.25,.644906910949371
100879,1,1,42075,42,1,S,1,1,1,1,2,15,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,1,70,8,2,1,8,4,1,3,2, ,1.64285714285714,.470884411169382
100881,1,1,24005,24,3,U,1,1,1,1,1,15,1,2,1,2,2,5,3,2, , , , ,1,1, , ,2,3,2,2,99,6,2,4,99,9,1,2, , ,1.39285714285714,.399228087730563
100890,1,1,37151,37,3,S,1,1,1,2,1,0, , , , , , , , , , , , ,1,1, , ,2,1,1,2,37,3,2,1,3,1,1,2, , ,6.35714285714286,1.82211793887283
100896,1,1,42003,42,1,S,1,1,1,1,1,7,1,2,1,5,1,5,5,2, , , , ,1,1, , ,2,3,2,2,61,5,2,1,7,4,1,3,1, ,2.85714285714286,.818929410729361
100898,1,1,37085,37,3,R,1,1,2,1,1,24,1,2,2, , , , ,1,1, , , ,1,1, , ,3,1,1,1,31,3,2,5,3,1,3,4,9, ,5.92857142857143,1.69927852726342
100916,1,1,24037,24,3,U,1,1,1,1,1,3,1,2,2, , , , ,1,1, , , ,1,1, , ,4,1,2,2,52,3,2,2,8,4,1,3,2, ,6.21428571428571,1.78117146833636
100932,1,1,37081,37,3,S,1,1,2,1,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,1,1,67,6,2,1,7,4,1,1, , ,1.46428571428571,.419701322998797
100935,1,1,13067,13,3,S,1,1,1,2,1,0, , , , , , , , , , , , ,1,1, , ,1,3,2,2,99,5,2,1,3,1,1,3,9, ,1.17857142857143,.337808381925861
100937,1,1,13089,13,3,S,1,1,2,1,1,15,1,2,1,3, ,5,5,1,1, , , ,1,1, , ,2,1,2,1,58,8,2,1,9,4,1,2, , ,1.96428571428571,.563013969876435
100939,1,1,10003,10,3,S,1,2,2,2,2,30,1,2,2, , , , ,1,1, , , ,2,1, , ,2,1,2,2,57,8,2,1,7,4,1,3,9, ,1.78571428571429,.51183088170585
100942,1,1,25009,25,1,S,1,2,2,2,2,14,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,1,61,4,2,1,2,1,2,3,9, ,2.14285714285714,.61419705804702
100943,1,1,24033,24,3,S,1,2,2,1,2,6,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,1,72,3,2,2,6,3,1,2, , ,2.57142857142857,.737036469656425
100944,1,1,18097,18,2,U,1,1,2,2,2,25,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,80,3,2,1,2,1,1,3,9, ,1.96428571428571,.563013969876435
100955,1,1,18003,18,2,S,1,1,1,2,1,25,1,2,1, ,1,2,5,1,1, , , ,1,1, , ,5,3,2,1,24,6,2,1,7,4,2,3,2, ,2,.573250587510552
100969,1,1,51085,51,3,S,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,3,2,2,77,3,2,1,2,1,1,2, , ,1.96428571428571,.563013969876435
100970,1,1,21121,21,3,R,1,1,1,1,1,15,1,2,2, , , , ,2, , , , ,1,1, , ,2,3,1,2,32,1,2,1,2,1,3,2, , ,4.35714285714286,1.24886735136227
100981,1,1,9009,9,1,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,1,2,2,69,4,2,1,6,3,1,1, , ,1.32142857142857,.378754852462329
100985,1,1,37195,37,3,U,1,1,1,1,1,18,1,1,1,1,2,2,3,1,1,3, , ,1,1, , ,1,3,1,1,99,7,2,2,7,4,1,3,2, ,1,.286625293755276
100987,1,1,18169,18,2,R,1,1,1,2,1,25,1,2,1, ,9,2,5,1,1, , , ,1,1, , ,1,1,1,2,37,4,2,1,5,2,1,2, , ,2.03571428571429,.583487205144669
100992,1,1,18097,18,2,U,1,1,2,1,2,7,1,2,2, , , , ,1,1, , , ,2,1, , ,1,1,2,2,99,4,2,2,99,9,1,9,2, ,1.17857142857143,.337808381925861
100994,1,1,26163,26,2,U,1,1,2,1,8,7,1,2,2, , , , ,2, , , , ,2,1, , ,1,1,2,1,48,2,2,2,4,2,1,2, , ,2.28571428571429,.655143528583488
100995,1,1,37035,37,3,U,1,1,1,1,2,20,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,78,4,2,1,2,1,1,1, , ,1.17857142857143,.337808381925861
101004,1,1,36103,36,1,S,1,2,2,2,9,0, , , , , , , , , , , , ,2,1, , ,1,3,2,1,92,9,2,1,99,9,9,3,1, ,1.03571428571429,.296861911389393
101011,1,1,22109,22,3,S,2,2,2,2, ,97,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,2,80,2,2,1,1,1,3,2, , ,3.03571428571429,.870112498899945
101021,1,1,22045,22,3,S,1,2,2,2,8,0, , , , , , , , , , , , ,2,1, , ,2,3,2,1,45,1,2,1,2,1,2,3,1, ,3.64285714285714,1.04413499867993
101022,1,1,48487,48,3,R,1,1,2,2,2,8,1,2,2, , , , ,1,1, , , ,2,1, , ,2,3,2,2,72,6,2,1,3,1,1,1, , ,1,.286625293755276
101025,1,1,5027,5,3,R,1,2,2,2,2,8,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,85,4,2,1,4,2,1,3,1, ,1,.286625293755276
101026,1,1,1117,1,3,S,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,3,2,1,66,1,2,1,2,1,3,3,9, ,1.64285714285714,.470884411169382
101031,1,1,39007,39,2,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,1,66,3,2,1,1,1,1,9,9, ,3,.859875881265828
101033,1,1,38101,38,2,R,1,2,2,2,2,1,2,2,2, , , , ,1,5, , , ,2,1, , ,1,3,2,2,82,2,2,1,2,1,3,2, , ,1.28571428571429,.368518234828212
101039,1,1,37037,37,3,S,1,1,2,2,2,21,1,2,2, , , , ,2, , , , ,2,1, , ,3,3,2,2,20,3,2,4,99,1,1,1, , ,3.75,1.07484485158229
101040,1,1,19163,19,2,U,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,9,2,2,87,3,1,1,3,1,1,2, , ,1.28571428571429,.368518234828212
101046,1,1,12069,12,3,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,3,2,1,70,3,2,1,2,1,3,2, , ,1.64285714285714,.470884411169382
101050,1,1,24005,24,3,S,1,2,2,2,2,50,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,70,3,2,1,3,1,1,3,2, ,1.96428571428571,.563013969876435
101059,1,1,10003,10,3,S,2,1,2,2, ,50,1,1,2, , , , ,1,2, , , ,3,2,1, ,3,3,2,2,35,4,2,1,99,9,1,3,2, ,7.96428571428571,2.28276573240809
101072,1,1,22051,22,3,U,1,1,1,2,1,10,2,2,1, ,1,5,5,2, , , , ,1,1, , ,3,2,1,2,49,6,2,1,8,4,1,1, , ,3.75,1.07484485158229
101077,1,1,20191,20,2,S,1,1,1,2,1,10,1,2,1, ,2,4,5,1,1, , , ,1,1, , ,1,1,2,2,53,6,2,1,99,9,1,3,9, ,1.25,.358281617194095
101078,1,1,55009,55,2,S,1,2,2,2,2,20,1,2,2, , , , ,1,1, , , ,2,1, , ,1,2,2,1,57,6,2,1,1,1,1,2, , ,1,.286625293755276
101081,1,1,19013,19,2,U,2,2,2,2, ,25,1,2,2, , , , ,1,1, , , ,3,2,1, ,2,3,2,2,82,3,2,1,2,1,1,3,2, ,4.64285714285714,1.33076029243521
101084,1,1,18091,18,2,U,1,1,1,2,2,0, , , , , , , , , , , , ,2,1, , ,3,3,1,2,53,6,2,1,7,4,1,2, , ,3.28571428571429,.941768822338765
101090,1,1,48201,48,3,S,1,1,2,1,1,6,1,2,2, , , , ,1,1, , , ,1,1, , ,3,1,2,2,57,8,2,1,9,4,1,1, , ,2.53571428571429,.726799852022307
101098,1,1,1073,1,3,S,1,1,1,1,1,48,1,2,1,1,1,5,5,1,5, , , ,1,1, , ,1,1,2,2,57,7,2,5,6,3,1,3,9, ,1.17857142857143,.337808381925861
101106,1,1,12103,12,3,S,1,1,2,2,1,0, , , , , , , , , , , , ,1,1, , ,5,1,2,1,53,3,2,1,4,2,1,1, , ,5.21428571428571,1.49454617458108
101109,1,1,17043,17,2,S,1,1,2,2,2,97,1,2,2, , , , ,1,1, , , ,2,1, , ,3,1,2,2,59,7,2,1,7,4,1,2, , ,2.21428571428571,.634670293315254
101119,1,1,40017,40,3,S,1,1,2,2,1,8,1,2,2, , , , ,2, , , , ,1,1, , ,1,3,2,2,99,8,2,1,99,9,1,3,9, ,1,.286625293755276
101125,1,1,48199,48,3,S,1,1,2,1,1,6,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,1,1,53,3,2,1,7,4,3,1, , ,2.71428571428571,.777982940192892
101130,1,1,50019,50,1,R,1,1,2,2,2,50,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,82,6,2,1,4,2,3,4,9, ,1,.286625293755276
101133,1,1,13245,13,3,U,1,2,2,2,2,0, , , , , , , , , , , , ,2,1, , ,2,3,2,2,67,3,2,1,99,9,1,1, , ,3.07142857142857,.880349116534063
101136,1,1,51087,51,3,S,1,1,1,2,1,50,1,1,1, ,2,1,5,1,1, , , ,1,1, , ,2,3,2,1,60,8,2,1,7,4,1,2, , ,1.67857142857143,.481121028803499
101140,1,1,36029,36,1,S,1,1,1,1,2,5,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,2,78,2,2,1,2,1,1,2, , ,2.10714285714286,.603960440412903
101142,1,1,47031,47,3,R,1,1,2,2,2,6,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,1,1,43,6,2,1,6,3,1,3,9, ,2.60714285714286,.747273087290541
101147,1,1,27145,27,2,S,1,1,2,1,2,0, , , , , , , , , , , , ,2,1, , ,3,2,1,2,38,3,2,1,4,2,1,1, , ,6.96428571428571,1.99614043865282
101149,1,1,17031,17,2,S,2,2,2,2, ,3,2,1,8, , , , ,2, , , , ,3,2,2, ,1,3,2,2,77,4,2,1,2,1,1,1, , ,2.5,.71656323438819
101153,1,1,36013,36,1,R,1,1,2,2,1,2,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,2,1,62,3,2,1,2,1,1,3,1, ,3.25,.931532204704648
101154,1,1,55065,55,2,S,1,1,1,1,1,12,1,2,2, , , , ,1,1, , , ,1,1, , ,2,1,1,2,48,6,2,1,99,9,1,4,9, ,1.96428571428571,.563013969876435
101155,1,1,13135,13,3,S,1,1,1,2,1,3,1,1,1, ,4,5,5,2, , , , ,1,1, , ,2,3,2,1,70,8,2,1,5,2,1,2, , ,1.5,.429937940632914
101160,1,1,29099,29,2,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,1,2,2,2,63,3,2,1,99,9,1,3,9, ,2.35714285714286,.675616763851722
101166,1,1,29147,29,2,R,1,1,2,2,2,20,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,69,4,2,1,7,4,1,1, , ,1,.286625293755276
101170,1,1,22033,22,3,S,1,1,1,1,2,5,2,2,1,1,1,5,5,2, , , , ,2,1, , ,1,3,2,2,99,6,2,1,99,9,1,3,9, ,1,.286625293755276
101178,1,1,36067,36,1,S,1,1,2,2,1,20,1,2,1, , ,5,1,1,1, , , ,1,1, , ,3,3,2,2,62,4,2,1,6,3,1,2, , ,3.5,1.00318852814347
101193,1,1,37097,37,3,S,1,1,2,2,8,0, , , , , , , , , , , , ,2,1, , ,2,3,2,2,65,3,2,1,1,1,1,1, , ,3.10714285714286,.890585734168179
101196,1,1,51019,51,3,S,1,1,1,2,2,99, , , , , , , , , , , , ,2,1, , ,2,3,2,2,66,4,2,1,99,9,1,3,1, ,1.42857142857143,.40946470536468
101206,1,1,13089,13,3,S,1,2,2,2,2,12,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,78,7,2,2,5,2,1,2, , ,1.46428571428571,.419701322998797
101218,1,1,12127,12,3,S,1,1,2,2,8,5,1,2,2, , , , ,2, , , , ,2,1, , ,3,3,2,1,86,5,2,1,6,3,1,3,1, ,3.39285714285714,.972478675241115
101219,1,1,18003,18,2,U,2,2,2,2, ,3,1,2,2, , , , ,2, , , , ,3,2,2, ,1,3,2,2,89,4,2,1,2,1,1,3,2, ,2.14285714285714,.61419705804702
101225,1,1,37081,37,3,U,1,1,2,1,1,83,1,2,1,2, ,4,5,1,1, , , ,1,1, , ,2,3,1,2,41,4,2,1,6,3,3,3,2, ,4.89285714285714,1.40241661587403
101228,1,1,42003,42,1,U,2,2,2,1, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,2,65,3,2,2,99,1,1,2, , ,4.35714285714286,1.24886735136227
101233,1,1,34023,34,1,S,1,1,1,1,2,5,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,1,72,8,2,3,3,1,1,3,2, ,2.03571428571429,.583487205144669
101239,1,1,54033,54,3,R,1,1,2,1,2,30,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,66,4,2,1,5,2,1,2, , ,1.17857142857143,.337808381925861
101240,1,1,36065,36,1,S,1,1,1,1,2,1,2,2,1,5,1,5,5,1,5, , , ,2,1, , ,2,3,2,2,57,6,2,1,2,1,1,2, , ,1.92857142857143,.552777352242318
101241,1,1,21131,21,3,R,1,1,1,1,1,50,1,1,1,2,2,3,5,2, , , , ,1,1, , ,3,3,1,2,21,6,2,1,3,1,1,3,9, ,2.25,.644906910949371
101243,1,1,18081,18,2,U,1,1,1,1,8,0, , , , , , , , , , , , ,2,1, , ,2,3,2,2,99,9,9,1,99,9,1,9,9, ,1.10714285714286,.317335146657627
101245,1,1,23005,23,1,S,1,1,2,1,1,2,1,2,2, , , , ,1,1, , , ,1,1, , ,1,1,2,1,68,8,2,1,7,4,1,3,2, ,1.03571428571429,.296861911389393
101251,1,1,39113,39,2,S,1,1,2,1,2,3,1,2,2, , , , ,1,1, , , ,2,1, , ,3,3,2,2,87,4,2,1,7,4,1,2, , ,2.07142857142857,.593723822778786
101253,1,1,36081,36,1,U,1,1,2,2,2,6,1,2,2, , , , ,1,1, , , ,2,1, , ,3,3,2,2,82,8,2,2,8,4,1,2, , ,2,.573250587510552
101256,1,1,42029,42,1,S,1,1,2,2,2,6,1,2,2, , , , ,2, , , , ,2,1, , ,3,2,2,2,53,5,9,9,99,9,1,3,1, ,5.32142857142857,1.52525602748343
101259,1,1,51087,51,3,S,1,1,2,2,1,0, , , , , , , , , , , , ,1,1, , ,3,1,2,1,64,4,2,1,99,9,1,1, , ,3.85714285714286,1.10555470448464
101264,1,1,36015,36,1,S,1,1,1,2,1,3,1,2,2, , , , ,1,1, , , ,1,1, , ,2,3,1,2,33,6,2,1,6,3,3,1, , ,4.17857142857143,1.19768426319169
101267,1,1,51087,51,3,S,1,2,2,2,2,1,1,2,2, , , , ,2, , , , ,2,1, , ,2,2,2,1,40,3,9,9,4,2,1,3,1, ,5.07142857142857,1.45359970404461
101274,1,1,21019,21,3,U,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,2,3,2,2,81,2,2,1,99,1,1,1, , ,7.96428571428571,2.28276573240809
101280,1,1,9015,9,1,S,1,1,2,2,2,6,1,2,2, , , , ,2, , , , ,2,1, , ,1,3,2,1,83,6,2,1,4,2,1,3,1, ,1.03571428571429,.296861911389393
101288,1,1,51081,51,3,R,1,1,2,2,1,5,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,2,1,56,6,2,1,5,2,1,2, , ,1.25,.358281617194095
101305,1,1,24031,24,3,S,1,1,1,1,1,3,2,2,1,5,2,5,5,2, , , , ,1,1, , ,2,1,2,2,42,8,2,2,9,4,1,3,2, ,3.71428571428571,1.06460823394817
101306,1,1,36119,36,1,U,1,2,2,2,2,8,1,2,2, , , , ,2, , , , ,2,1, , ,2,3,2,2,68,8,2,2,9,4,1,2, , ,1.60714285714286,.460647793535265
101312,1,1,4019,4,4,U,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,3,3,2,1,80,3,2,1,3,1,1,2, , ,3.39285714285714,.972478675241115
101318,1,1,40021,40,3,R,1,1,2,2,1,0, , , , , , , , , , , , ,1,1, , ,1,3,2,2,68,2,2,4,99,1,2,2, , ,1.57142857142857,.450411175901148
101320,1,1,48201,48,3,S,1,1,1,1,1,20,1,1,1,1,2,1,4,1,2, , , ,1,1, , ,2,3,1,2,54,8,2,2,2,1,1,2, , ,3.39285714285714,.972478675241115
101326,1,1,48501,48,3,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,2,3,2,2,64,1,1,6,1,1,1,9,9,MEXICAN AMERICAN,6.25,1.79140808597048
101327,1,1,48333,48,3,R,1,1,2,2,1,30,1,2,2, , , , ,2, , , , ,1,1, , ,2,1,2,2,62,5,2,1,3,1,1,1, , ,1.92857142857143,.552777352242318
101329,1,1,27019,27,2,U,1,1,1,1,2,97,1,1,1,5,1,5,5,1,2, , , ,2,1, , ,2,3,2,2,49,5,2,1,8,4,1,2, , ,3.46428571428571,.99295191050935
101330,1,1,22043,22,3,S,2,2,2,2, ,2,2,2,2, , , , ,2, , , , ,3,2,1, ,1,3,2,2,82,3,2,1,3,1,1,2, , ,1.96428571428571,.563013969876435
101336,1,1,48201,48,3,S,1,1,2,1,2,17,2,1,1,2, ,5,5,2, , , , ,2,1, , ,3,3,2,2,62,6,2,1,9,4,1,2, , ,2.53571428571429,.726799852022307
101340,1,1,55047,55,2,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,2,24,2,2,1,1,1,3,3,9, ,3.17857142857143,.911058969436413
101341,1,1,1073,1,3,S,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,2, ,1,3,2,1,78,6,2,1,2,1,3,1, , ,1.92857142857143,.552777352242318
101346,1,1,22055,22,3,S,1,1,2,2,2,0, , , , , , , , , , , , ,2,1, , ,3,2,2,2,29,3,2,1,99,9,1,2, , ,7.21428571428571,2.06779676209164
101359,1,1,29029,29,2,R,1,1,2,2,1,20,1,2,2, , , , ,1,1, , , ,1,1, , ,2,1,2,2,33,4,2,1,3,1,1,2, , ,3.75,1.07484485158229
101368,1,1,8059,8,4,S,1,1,2,2,2,25,1,1,1, , ,5,5,1,1, , , ,2,1, , ,1,1,2,1,53,6,2,1,6,3,1,2, , ,1.89285714285714,.542540734608201
101369,1,1,48439,48,3,S,1,1,1,1,1,50,1,2,1,1,4,5,4,2, , , , ,1,1, , ,2,3,2,2,69,6,9,1,99,3,1,3,1, ,1.5,.429937940632914
101387,1,1,6093,6,4,R,1,2,2,2,2,70,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,78,4,2,1,3,1,1,1, , ,1,.286625293755276
101396,1,1,20047,20,2,R,2,2,2,2, ,97,1,2,2, , , , ,1,1, , , ,3,2,2, ,1,3,2,2,74,3,2,1,2,1,1,2, , ,2.64285714285714,.757509704924658
101401,1,1,42015,42,1,R,2,2,2,2, ,0, , , , , , , , , , , , ,3,2,1, ,2,3,2,1,67,3,2,1,1,1,1,3,9, ,3.64285714285714,1.04413499867993
101407,1,1,26099,26,2,S,1,1,2,2,2,4,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,67,3,2,1,2,1,1,3,9, ,1.71428571428571,.491357646437616
101410,1,1,8051,8,4,R,1,1,2,2,2,20,1,2,2, , , , ,1,1, , , ,2,1, , ,2,2,1,2,49,5,2,1,6,3,1,3,1, ,3.03571428571429,.870112498899945
101413,1,1,6065,6,4,U,1,1,1,2,2,0, , , , , , , , , , , , ,2,1, , ,2,3,2,1,61,5,1,1,7,4,1,2, , ,2.42857142857143,.696089999119956
101416,1,1,26163,26,2,U,1,2,2,2,8,0, , , , , , , , , , , , ,2,1, , ,1,3,2,1,69,3,2,2,6,3,1,2, , ,1.64285714285714,.470884411169382
101419,1,1,30049,30,4,R,1,1,2,1,1,13,1,1,2, , , , ,1,1, , , ,1,1, , ,2,1,1,1,35,8,2,1,9,4,1,1, , ,3.17857142857143,.911058969436413
101420,1,1,28151,28,3,R,1,2,1,1,1,2,1,2,2, , , , ,1,1, , , ,1,1, , ,1,2,2,2,50,3,2,2,1,1,1,3,9, ,2.32142857142857,.665380146217606
101424,1,1,39049,39,2,U,1,1,2,2,2,5,2,2,2, , , , ,1,1, , , ,2,1, , ,3,1,2,2,99,8,2,2,99,9,1,3,9, ,1.60714285714286,.460647793535265
101430,1,1,41053,41,4,S,1,1,2,2,2,12,1,2,2, , , , ,1,1, , , ,2,1, , ,1,3,2,2,78,3,2,1,2,1,1,1, , ,1.5,.429937940632914
101432,1,1,6029,6,4,S,1,1,2,2,2,30,1,2,2, , , , ,1,1, , , ,2,1, , ,4,3,2,2,20,4,1,1,4,2,3,3,9, ,2.64285714285714,.757509704924658
